"id"	"type"	"review"
13007	"Pro"	"Affordable, easy and fun, with great quality pictures"
13008	"Pro"	"Easy to learn to use"
13009	"Pro"	"light, cheap, macro shots,"
13010	"Pro"	"Easy to use, crisp pics"
13011	"Pro"	"Easy to use, Cheap camera for beginners"
13012	"Pro"	"price, resolution, zoom"
13013	"Pro"	"Great pictures, easy to use, macro and zoom"
13014	"Pro"	"-rotating lens, zoom, varying resolution settings"
13015	"Pro"	"features, zoom, resolution"
13016	"Pro"	"Great resolutions, Self timer"
13017	"Pro"	"cheap, affordable, decent images"
13018	"Pro"	"ease of use, compact size, price"
13019	"Pro"	"Great features"
13020	"Pro"	"An incredible camera at a great price with many features."
13021	"Pro"	"Superb physical design. Easy to use.  Terrific features."
13022	"Pro"	"High resolution and optical zoom features"
13023	"Pro"	"High Resolution and very easy to use"
13024	"Pro"	"Great Photos"
13025	"Pro"	"Pictures require no color correction, looks and feels like an SLR, easy to use"
13026	"Pro"	"EXCELLENT OPTICS"
13027	"Pro"	"good picture, erase the bad photos"
13028	"Pro"	"Many great features for such a low price"
13029	"Pro"	"Well built and thought out."
13030	"Pro"	"Easy to Use, Fantastic Image Quality"
13031	"Pro"	"Good Resolution, 3x zoom,"
13032	"Pro"	"Great resolution, super macro feature, Easy to use"
13033	"Pro"	"Small size, Ease of use.  Takes excellent pictures."
13034	"Pro"	"Inexpensive, ideal digi-camera for first use, pleasing results"
13035	"Pro"	"Unexpensive, easy use, sharp daylight pictures"
13036	"Pro"	"small, simple, cheap"
13037	"Pro"	"Great picture quality - Low priced!"
13038	"Pro"	"Size, Weight, Simple to use,"
13039	"Pro"	"Smaller, Inexpensive, Easy to use"
13040	"Pro"	"Extemely small, carry it everywhere, Inexpensive, Good quality images (1024x768)"
13041	"Pro"	"Small size.  Easy to use.  Use of Smartmedia cards for photo storage."
13042	"Pro"	"12PPM, USB, low price, nice software features."
13043	"Pro"	"Affordable Laser Printing"
13044	"Pro"	"Incredible value, black text print quality."
13045	"Pro"	"Great inexpensive laser printing."
13046	"Pro"	"Fast, 8mb memory, Toner Saver and Energy Star Compliant, Low Noise Level"
13047	"Pro"	"Price, reliability, toner save feature, great workmanship"
13048	"Pro"	"Great text quality"
13049	"Pro"	"Low price, USB compatible, small size, fast printing, low noise standby"
13050	"Pro"	"Low price, toner saver, compact sizem reprint button"
13051	"Pro"	"Great print quality, fast printing (once it gets warmed up and going)"
13052	"Pro"	"Solid software/drivers; very very fast"
13053	"Pro"	"Excellent text printing, longlasting toner, no paper jams ever, small footprint, separate envelope feeder"
13054	"Pro"	"Fast, Super high quality printing, rock solid, cheap."
13055	"Pro"	"cheap, fast, reliable, laser"
13056	"Pro"	"Affordable, , Compact,, Fast,, Excellent Print Quality,, Toner Saver feature,, USB/Parallel Interface, ,"
13057	"Pro"	"compact, fast, quiet, high quality prints, separate envelope and paper feeds, pretty good cost/page"
13058	"Pro"	"Cost. Reliable. OS 10.2 and Linux support. Fantastic!"
13059	"Pro"	"Inexpensive, uses cheap toner, trouble free."
13060	"Pro"	"Easy to use.  Good resolution.  Quiet.  Quick.  Comparably inexpensive."
13061	"Pro"	"Cheap Cheerful and Small"
13062	"Pro"	"Affordability. Reliability. Ease of use."
13063	"Pro"	"Great print quality, great price, toner saver feature"
13064	"Pro"	"Price"
13065	"Pro"	"samll foot print, low initial price"
13066	"Pro"	"Cheap, Easy to use, quite Pretty in shape"
13067	"Pro"	"inexpensive but good quality, easy to setup, quiet, 8Meg RAM, paper handling is smooth."
13068	"Pro"	"High Quality, Drivers Easily Loaded, Toner Saver Feature"
13069	"Pro"	"Outstanding print quality. Impressive efficiency. Overall, outstanding value."
13070	"Pro"	"Great Value, Compact, Asthetic, Fast, Simple."
13071	"Pro"	"Print Quality, Energy Star, Toner Saver, Robust Design, Simple, Fast, Surprisingly Nice Paper Paths"
13072	"Pro"	"cheap, good print quality, easy setup, also it works with windows xp"
13073	"Pro"	"Cheap, beautiful and fast printing and very very quiet"
13074	"Pro"	"Fast once warmed up, great text quality, easy to set-up over the network"
13075	"Pro"	"*Fast *Cheap *Works with Windows/Mac/Linux *Small footprint *Good print quality"
13076	"Pro"	"Inexpensive alternative for the home office in both price as well as toner."
13077	"Pro"	"Feature packed printer for the price."
13078	"Pro"	"Great print quality; Reasonable price"
13079	"Pro"	"Fast printer. Easy setup. Dependable."
13080	"Pro"	"Great printer for the price. Easy set up."
13081	"Pro"	"Great output, economical, solid build quality, good paper handling, easy setup"
13082	"Pro"	"Quiet, fast, dependable, great price, easy memory expansion"
13083	"Pro"	"Inexpensive, 15ppm, Energy Start Compliant, 12,000 pages per month"
13084	"Pro"	"Cheap, but not lacking in quality."
13085	"Pro"	"Quiet while in standby mode, Economical on toner"
13086	"Pro"	"Reliable, economical, reasonably priced"
13087	"Pro"	"fast, appears well built"
13088	"Pro"	"Low cost, excellent print quality, wonderful customer support."
13089	"Pro"	"Great, great quality printer"
13090	"Pro"	"Very cheap cost, excellent print quality, toner carts are inexpensive"
13091	"Pro"	"Compact, 600dpi, parallel cable included, great value."
13092	"Pro"	"extremely cheap, high performance laser printer"
13093	"Pro"	"A high quality laser printer for under $200 including parallel cable."
13094	"Pro"	"A heckuva deal for a reliable, unbulky laser printer."
13095	"Pro"	"Very cheap, good quality, long-lasting cartridge"
13096	"Pro"	"No problem whatsoever."
13097	"Pro"	"Price, ease of use, quick flash recovery, easy navigation and long battery life."
13098	"Pro"	"Best value for money"
13099	"Pro"	"Easy to use....good lux ISO380."
13100	"Pro"	"Flash modes, good display, USB, common AA (non-proprietary) batteries, acceptable picture quality."
13101	"Pro"	"Price, functions"
13102	"Pro"	"Great price, good features for the money."
13103	"Pro"	"Simple to use,nice features for less than $100,USB upload"
13104	"Pro"	"Easy to use, low price,outdoor photos good, action sequence shots, B&amp;W photos"
13105	"Pro"	"Low price for a kids starter camera"
13106	"Pro"	"unbeatable portability, ease of use"
13107	"Pro"	"&lt;B&gt;Excellent Picture Quality For Small Price Tag, Tons of Features"
13108	"Pro"	"easy to use, lots of pictures, great for your snapshots!"
13109	"Pro"	"Very Cheap, Great Software, Excellent Support Area On Website"
13110	"Pro"	"Very Tiny, Cheap, Holds 100 Pictures"
13111	"Pro"	"Extremely small and light"
13112	"Pro"	"Portability, ease of use/download to computer, cheap"
13113	"Pro"	"Size, price, ease of use, web cam function"
13114	"Pro"	"Size. That's about it."
13115	"Pro"	"Cheap! Small in Size!"
13116	"Pro"	"NONE"
13117	"Pro"	"can be used as a web cam"
13118	"Pro"	"Take over a 100 pics and easy to carry around."
13119	"Pro"	"cost."
13120	"Pro"	"price, size, use as webcam"
13121	"Pro"	"Digital camera, Web cam, A.V.I. capability in 1 small package !"
13122	"Pro"	"3-In-1 Camera, Great Price!, Small size, 8 MB Memory"
13123	"Pro"	"Size."
13124	"Pro"	"Small size, easy to stow in your pocket"
13125	"Pro"	"Good Looking"
13126	"Pro"	"It's little..."
13127	"Pro"	"Substantial. Perfect entry-level ""Pro-sumer"" SLR-type digital camera."
13128	"Pro"	"Handles like a 35mm,&amp;#13;&amp;#10;Control flexibility/layout,&amp;#13;&amp;#10;Histogram&amp;#13;&amp;#10;Rechargeable batteries,&amp;#13;&amp;#10;Memory stick/card flexibility&amp;#13;&amp;#10;"
13129	"Pro"	"All you need in one box."
13130	"Pro"	"All you need in one box."
13131	"Pro"	"DSC-D770 handles like a 2 1/4 square camera or a full size 35-mm."
13132	"Pro"	"Great image quality, LCD screen, White Balance"
13133	"Pro"	"Extensive Control"
13134	"Pro"	"Great image quality, wide range of options, easy to use."
13135	"Pro"	"Carl Zeiss Lens, portability, versatility, creative options"
13136	"Pro"	"5X optical zoom.  Threaded lens barrel. Easy to use overall."
13137	"Pro"	"Terrific high quality pictures"
13138	"Pro"	"Nice zoom lens, good weight, pic and movie modes, swivel lcd screen"
13139	"Pro"	"Quality, Style, Features and ease of Use"
13140	"Pro"	"Excellent image quality, excellent color, battery power ""countdown"" in minutes, intuitive operation, cool design"
13141	"Pro"	"High Performance, Numerous Features, Ease of Use"
13142	"Pro"	"Light, easy to use, many features"
13143	"Pro"	"User interface, image quality"
13144	"Pro"	"image quality nothing short of excellent, good battery life, neat features"
13145	"Pro"	"amazing image quality, Carl Zeiss 5x optical zoom lens, 2.6 mega-pixel resolution"
13146	"Pro"	"Size, Features, Optical Zoom"
13147	"Pro"	"Great image quality, Carl Zeiss lens with 5x optical zoom and manual focusing ring"
13148	"Pro"	"BEAUTIFUL LENS! Photo quality images! Easy to use and good programs included! Videos come out great!"
13149	"Pro"	"Lens and beautiful pics"
13150	"Pro"	"Lens, lens. and lens"
13151	"Pro"	"Swivel view finder"
13152	"Pro"	"Zeiss lens, size and shape, megapixel CCD"
13153	"Pro"	"lens, video mode, design, image quality"
13154	"Pro"	"Great up close pictures"
13155	"Pro"	"Lens, Fully Automatic, Fantastic Photos"
13156	"Pro"	"everything"
13157	"Pro"	"Excellent Optics,AC adapter included,Easy to use"
13158	"Pro"	"Auto and manual Focus, super clear pictures, fast cycle times, excellent red eye reduction."
13159	"Pro"	"Lightweight, Easy, Carl Zeiss, Image Quality, and Design."
13160	"Pro"	"ergonomic design, easy for amateurs, tons of features"
13161	"Pro"	"Unique design.  High quality of image.  Expandable memory stick."
13162	"Pro"	"Great color response in daylight.  Excellent lens quality and zoom factor."
13163	"Pro"	"Great all-around digital camera, cool looking, macro focus, fun!"
13164	"Pro"	"Photo imaging quality, lens, features, battery life, ease"
13165	"Pro"	"Best of Breed (digital camera + 15 sec MPEGs), Quick for ""precious life moments"""
13166	"Pro"	"Small, nice quality"
13167	"Pro"	"Lightweight, 2Mpixel, rotating head"
13168	"Pro"	"high resolution, excellent features, compact size"
13169	"Pro"	"Exellent quality pictures"
13170	"Pro"	"Great pics, portable. mpeg, swivel lens"
13171	"Pro"	"MPEG and JPEG Images; Small, light"
13172	"Pro"	"small size, great feature set, memory sticks"
13173	"Pro"	"mpeg movie opiton w/ video out, 2.8x zoom, fun little camera"
13174	"Pro"	"small, high resolution, easy to transfer"
13175	"Pro"	"easy to use, great picture quality"
13176	"Pro"	"Outstanding quality, takes pictures fast,  Records Mpeg Movies."
13177	"Pro"	"small, easy to use"
13178	"Pro"	"large and clear LCD screen, very compact, takes MPEG movies, easy to use"
13179	"Pro"	"Excellent quality pictures and small size."
13180	"Pro"	"fun to use"
13181	"Pro"	"Great pictures"
13182	"Pro"	"small, robust, great picture quality, good lens, very flexible"
13183	"Pro"	"amazing features, tough and durable"
13184	"Pro"	"small size, ease of use"
13185	"Pro"	"Compact; great photos."
13186	"Pro"	"High resolution, macro mode, MPEG movie format, swivel lens"
13187	"Pro"	"Picture Quality, Size, Media, Multi Modes (MPEG Video, Still Shot, Email, etc.), Accessories (Memory stick reader, memory stick printer)"
13188	"Pro"	"2.1 megapixels, Movie and Email capability, Links for straight AV/Sound."
13189	"Pro"	"Quality of Pictures, Quality &amp;amp; Feel of Camera"
13190	"Pro"	"Taking many pictures without fear. Great quality pictures and movies"
13191	"Pro"	"Fast Lens ! Quick Shutter release, good macro capabilities"
13192	"Pro"	"Good metering, High quality, sharp and very fast 5x optical zoom lens"
13193	"Pro"	"5X zoom, abundant features, vivid colors"
13194	"Pro"	"High Resolution, Cool Features, More Photo Control"
13195	"Pro"	"Easy to handle, great funstionality, great resolution"
13196	"Pro"	"Megapixels, video mode, infrared option, too many to list!"
13197	"Pro"	"Many Features, Many Options, CONVERSATIONAL PIECE!"
13198	"Pro"	"Fast Carl Zeiss lens."
13199	"Pro"	"Two words: Memory Stick!  Also, good battery life, incredible picture quality."
13200	"Pro"	"5 Megapixels, IR pics in total darkness!, JPG + MPG video!"
13201	"Pro"	"5 Megapixel.  3 shot burst.  Manual control.  Best Pro-sumer digital camera.  Good battery performance."
13202	"Pro"	"Awesome pictures, ease of use and wonderful features."
13203	"Pro"	"Great image quality and lots of options.  Fast adjustment of features like shutter speed."
13204	"Pro"	"Long battery life, 5.0 megapixel, autofocus, nightframe features"
13205	"Pro"	"Picture quality, features, battery life, use of ""standard"" Sony parts - MemoryStick, battery, etc"
13206	"Pro"	"Best lenses, lots of battery, easy use,&amp;#13;&amp;#10;good for the price.&amp;#13;&amp;#10;"
13207	"Pro"	"Excellent images, great battery life, fast Lens, start-up/cycle/shutter lag times, night-low light capabilities, and price."
13208	"Pro"	"Amazing lens from Carl Ziess! 5 megapixels to work with! A 5X zoom!"
13209	"Pro"	"Great pictures, good battery life, price&amp;#13;&amp;#10;"
13210	"Pro"	"Takes great pictures, Takes pictures FAST, AMAZING battery life, and has a great lens!"
13211	"Pro"	"Fast lens, fast startup time."
13212	"Pro"	"A GOOD GOOD PORTABLE CAMERA IS RIGHT IN FRONT OF YOUR EYE'S"
13213	"Pro"	"takes good pictures"
13214	"Pro"	"Great Pictures! Great battery life."
13215	"Pro"	"Crisp, detailed images. Nice 5x Optical Lens. Comparatively affordable."
13216	"Pro"	"Great pictures, lens, features, best (for now)"
13217	"Pro"	"5 Mega Pixles, Features, Zoom, Style, Brandname, screen, batteries."
13218	"Pro"	"Great SLR like performance and quality without all that film"
13219	"Pro"	"Professional quality, more features than you could ever wish for, excellent quality of photos"
13220	"Pro"	"Amazing Picture ""quality."""
13221	"Pro"	"Quality Images, Lots of Features,"
13222	"Pro"	"Lens, build quality, many features and beautiful pics"
13223	"Pro"	"5 Megapixel, Full Auto, Full Manual"
13224	"Pro"	"Lens, Image Quality, value for the money!"
13225	"Pro"	"Incredible image quality.  Nightshot!  Can be fully manual."
13226	"Pro"	"Good quality photos.  Good battery life per charge.  5X optical zoom."
13227	"Pro"	"Magnificent image quality, great lens, zoom range, battery life, low light performance."
13228	"Pro"	"Great product! Incredible pictures! Very happy with my purchase."
13229	"Pro"	"you become more involved with the picture making process"
13230	"Pro"	"Picture, Simple"
13231	"Pro"	"Well built, easy to handle, and takes great photos."
13232	"Pro"	"Decent amount of pixels at a good price.  LOTS of extras."
13233	"Pro"	"Takes Great Photos"
13234	"Pro"	"FANTASTIC PHOTOS, LOADS OF FEATURES, 10X ZOOM, VIEW FINDER"
13235	"Pro"	"Great lens, spot meter, night picture,  good color rendition except flash"
13236	"Pro"	"5.24 MP, Dual LCD Screen/Viewfinder"
13237	"Pro"	"HUGE resolution 5 megapixel!  More zoom than average, easy to use."
13238	"Pro"	"Titanium case, great pictures in auto mode, InfoLithium battery, 5 megapixel resolution"
13239	"Pro"	"This camera is fast, easy to use, and has a terrific zoom."
13240	"Pro"	"Professional features, outstanding quality, excellent battery life"
13241	"Pro"	"Excellent picture quality...the Zeiss lens is awesome!&amp;#3;"
13242	"Pro"	"Long Battery Life, User friendly features,"
13243	"Pro"	"Carl Zeiss Lens, many ""pro"" features, Great price, Night framing/Night Shooting, Extremely flexible,"
13244	"Pro"	"Lots of manual settings, 58mm lens/filters can be used"
13245	"Pro"	"Swivel Body - Hologram AF - Fast - Night Framing - Battery Life"
13246	"Pro"	"Night Shots, Easy to use, High Quality"
13247	"Pro"	"Excellent photo quality with a lot of features!"
13248	"Pro"	"Fit, Quality, Ease, LCD, Lens, Battery, Controls, Menu And Sony Reputation For Quality."
